has_job_experience,requires_job_training,full_time_position,company_age,no_of_employees,annual_wage,application_year,application_month,decision_date,case_status,processing_time_days,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,region_of_employment_Island,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,education_of_employee_Bachelor,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master
1,0,1,14,2260,776265.36,2023,5,2023-09-01,1,99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,146,4462,66208.54,2019,7,2019-09-15,1,60,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,12,112483,76117.56,2018,1,2018-04-30,0,117,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,43,1198,11816.98,2024,2,2024-06-15,1,134,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,31,2326,228941.33,2019,7,2019-08-24,0,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,24,5734,37756.8,2022,6,2022-08-19,1,63,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,5,1035,39060.85,2017,3,2017-07-03,0,106,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,10,4289,110547.99,2018,7,2018-12-11,0,139,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,39,1709,137014.97,2021,12,2022-02-12,0,43,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,23,3556,106794.7,2024,8,2024-10-27,1,75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,51,582,82560.7,2024,1,2024-03-30,0,71,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,24,2089,72354.83,2022,10,2023-01-22,1,96,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,14,128236,86421.64,2017,9,2017-11-12,0,65,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,18,4659,78661.63,2023,11,2024-02-25,0,98,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,0,89,1003,66929.9,2021,10,2022-01-21,0,84,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,1,32,1512,34952.44,2016,9,2017-01-03,1,99,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,19,2524,68577.13,2024,4,2024-08-22,0,123,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,7,181,103723.93,2017,5,2017-09-01,1,104,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,28,2179,1739337.184,2024,11,2025-03-26,0,135,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,25,4849,16308.15,2018,8,2018-11-17,0,94,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,19,17794,33368.09,2024,6,2024-10-02,1,96,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,1,35,1146,110033.67,2020,11,2020-12-13,1,38,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,33,1522,113935.99,2016,10,2017-02-13,1,127,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,33,2264,133255.64,2024,5,2024-07-12,1,42,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,13,1594,117782.91,2017,6,2017-08-01,1,49,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,134,4839,55815.8,2019,3,2019-08-03,1,145,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,44,30146,133910.14,2022,3,2022-06-21,1,88,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,71,551,80199.21,2018,7,2018-08-23,0,53,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,11,75,103417.74,2016,7,2016-09-22,0,71,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,20,930,121880.69,2021,7,2021-10-08,1,98,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,96,104,68923.18,2016,3,2016-06-27,1,102,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,134,661,918481.616,2021,7,2021-11-20,1,127,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,152,737,67505.61,2024,6,2024-08-28,1,73,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,104,6519,38961.53,2022,8,2022-12-20,0,118,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,22,1006,17513.86,2021,11,2022-02-28,1,93,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,1,206,2288,86597.66,2024,1,2024-04-20,1,88,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,21,2047,49732.36,2020,3,2020-04-10,1,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,35,1749,120378.21,2024,12,2025-03-25,0,109,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,24,561,154669.59,2017,2,2017-03-09,1,22,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,18,671,19167.17,2016,12,2017-04-21,1,120,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,164,5227,61529.6,2018,2,2018-07-27,1,162,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,12,2948,821540.304,2019,10,2020-01-31,0,96,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,7,2273,148573.02,2019,2,2019-03-29,1,46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,8,2418,32322.23,2019,8,2019-10-13,1,69,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,99,1214,54612.57,2019,7,2020-01-08,1,161,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,31,1117,64645.62,2024,4,2024-08-13,1,112,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,13,397360,96026.03,2018,9,2018-10-09,1,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,46,1072,47109.74,2020,6,2020-09-05,1,72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,26,87861,76915.71,2024,11,2025-03-01,1,96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,1,80,1128,118998.91,2016,11,2017-03-15,1,113,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,23,5966,213882.72,2024,5,2024-10-06,1,129,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,19,361,104585.4,2021,7,2021-10-23,0,89,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,69,899,106865.63,2023,3,2023-05-09,0,41,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,13,1237,37832.12,2016,10,2016-12-12,1,57,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,21,681,306021.96,2019,4,2019-08-15,1,116,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,26,112,96928.66,2024,1,2024-02-06,1,23,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,163,36,108323.22,2021,3,2021-05-02,1,32,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,88,287,37760.1,2020,3,2020-06-02,0,80,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,1,6,1318,104428.58,2019,8,2019-11-08,1,94,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,1,18,496,24963.6,2016,7,2016-11-13,1,129,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,7,2732,106394.65,2016,10,2017-01-07,1,95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,13,3019,14861.98,2023,3,2023-07-29,0,148,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,1,1,152,2651,46109.36,2016,4,2016-08-25,1,119,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,16,838,94134.87,2016,1,2016-02-19,0,22,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,24,1814,134653.68,2024,6,2024-11-03,0,135,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,42,473,32369.56,2021,8,2021-12-08,0,112,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,66,2223,160635.7,2018,7,2018-12-13,0,140,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,19,1189,1058487.664,2018,5,2018-10-03,0,135,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,15,477,119980.4,2021,5,2021-07-16,1,75,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,20,1837,5864.77,2020,7,2020-09-23,1,77,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,54,92,55920.4,2022,6,2022-07-15,0,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,60,1842,3603.57,2022,8,2022-12-26,0,119,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,134,4615,57786.78,2017,12,2018-03-19,1,80,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,34,105,45678.47,2022,5,2022-05-25,1,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,199,3154,42002.69,2020,2,2020-03-10,1,15,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,14,192494,43244.46,2020,2,2020-03-11,1,28,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,81,4344,103632.59,2020,3,2020-04-27,1,32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,9,4268,228074.25,2017,2,2017-05-04,1,84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,150,117,123092.29,2018,10,2019-01-23,1,104,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,8,329,83319.98,2018,5,2018-06-16,1,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,20,2852,127096.87,2024,12,2025-03-17,1,93,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,20,533,94809.38,2024,4,2024-05-09,0,24,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,18,1022,86339.54,2016,9,2016-09-24,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,187,1678,102780.96,2021,1,2021-01-30,1,19,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,0,1,38,2749,104702.88,2022,4,2022-07-22,1,110,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,61,574,62275.35,2020,11,2020-12-10,1,27,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,128,645,63874.42,2020,7,2020-10-15,1,82,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,38,139451,57482.45,2022,7,2022-09-14,1,60,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,104,2789,62367.86,2023,8,2023-12-31,1,123,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,20,4329,106686.74,2022,12,2023-01-08,1,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,23,257,70578.45,2020,11,2021-02-11,0,82,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,17,6036,62979.88,2017,11,2018-01-05,1,63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,37,2650,60349.24,2018,11,2019-02-16,1,82,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,39,3707,61346.55,2023,4,2023-06-18,0,61,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,21,2938,77011.13,2023,8,2023-09-25,0,43,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,121,413,1441338.2880000002,2021,2,2021-06-19,0,126,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,18,2902,72098.82,2023,6,2023-09-25,1,115,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,24,563,71466.63,2017,3,2017-05-29,1,84,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,19,2190,42764.68,2021,5,2021-06-26,1,40,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,1,1,26,1290,56221.16,2022,9,2022-09-28,1,26,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,24,2865,38585.11,2024,10,2024-11-07,1,26,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,14,993,21838.63,2019,11,2020-02-17,0,79,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,38,992,155397.18,2019,9,2019-11-14,1,56,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,22,1868,107025.21,2021,2,2021-04-22,0,63,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,35,487,227587.568,2017,5,2017-08-02,1,83,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,215,3047,3512082.6,2022,1,2022-04-26,1,114,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,1,23,1935,14888.27,2016,7,2016-12-17,1,150,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,27,3999,23869.03,2019,4,2019-05-14,1,28,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,8,1830,26652.42,2016,8,2016-08-17,1,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,159,4121,192887.344,2022,3,2022-07-21,0,125,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,17,28315,37741.58,2024,10,2024-12-27,1,67,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,15,25567,64060.63,2024,10,2025-01-05,1,86,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,21,27749,93627.77,2024,1,2024-04-11,1,83,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,29,1458,121695.89,2017,10,2017-12-25,0,66,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,5,2173,22076.95,2018,4,2018-06-04,1,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,47,2522,42842.74,2022,3,2022-06-20,1,89,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,12,162,242840.0,2021,11,2022-02-16,1,79,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,23,4458,98214.71,2024,2,2024-04-18,1,51,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,45,905,117431.5,2016,2,2016-05-22,1,86,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,24,1824,115837.28,2021,8,2021-08-27,0,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,16,1777,1098624.7999999998,2021,3,2021-03-26,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,31,961,270799.93,2019,4,2019-08-30,1,125,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,101,1640,3414.64,2020,12,2021-05-08,0,136,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,128,1423,5262.17,2017,11,2017-12-18,1,38,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,21,3619,121415.9,2018,2,2018-03-02,0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,16,22,61505.71,2022,4,2022-07-23,0,97,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,11,2362,120936.6,2017,7,2017-09-30,0,61,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,17,1891,115415.1,2020,6,2020-09-20,1,111,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,8,229,179131.84,2021,2,2021-06-23,1,130,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,1,23,3665,102511.19,2023,7,2023-09-22,1,72,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,20,2943,221982.69,2020,7,2020-08-16,1,43,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,15,32899,1032634.304,2016,5,2016-09-01,0,117,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,1,11,1762,141501.86,2017,3,2017-04-09,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,21,4468,129321.81,2016,3,2016-04-01,0,15,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,12,4111,68336.65,2023,3,2023-04-25,1,45,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,1,14,112,121129.45,2020,2,2020-04-14,1,51,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,70,2624,126716.84,2017,6,2017-09-17,1,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,27,429,539834.88,2022,10,2023-01-28,1,90,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,1,18,1937,36703.75,2018,10,2018-11-15,1,29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,61,3275,65729.99,2021,6,2021-08-13,1,59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,23,3215,54118.19,2016,9,2016-12-11,1,77,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,20,1612,89004.98,2019,1,2019-02-12,0,22,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,23,561,140276.67,2022,3,2022-05-28,1,88,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,13,4253,90954.49,2018,10,2018-11-15,1,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,38,505,117619.18,2022,6,2022-10-14,1,109,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,0,1,24,5483,64955.57,2023,11,2023-11-21,1,17,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,1,6,2415,129013.48,2017,1,2017-02-10,0,25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,0,18,5713,114165.05,2022,12,2023-04-13,0,128,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,29,346,107861.36,2017,7,2017-09-05,0,42,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,42,3424,81096.92,2022,9,2023-01-10,1,105,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,14,4299,108055.29,2024,3,2024-05-10,1,47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,27,2835,148074.56,2017,5,2017-08-23,1,98,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,39,2557,129615.66,2024,6,2024-08-23,1,81,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,1,19,69,521755.1040000001,2017,3,2017-06-03,0,79,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,49,11724,82503.81,2018,7,2018-11-23,1,126,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,89,4305,105169.55,2024,2,2024-03-06,1,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,18,81614,55398.75,2019,1,2019-03-08,1,64,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,36,1220,70710.61,2017,8,2017-09-02,1,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,12,35,44209.98,2018,11,2019-01-07,0,53,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,182,187,4132067.16,2020,4,2020-07-05,0,91,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1,0,1,20,3614,74251.85,2018,11,2018-12-08,1,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,1,32,1099,109817.14,2016,1,2016-02-09,1,32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,7,752,60248.72,2020,2,2020-04-06,1,64,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,15,4105,48433.95,2024,12,2025-03-19,1,91,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,15,119,150521.49,2022,8,2023-01-10,1,141,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,12,56,44414.48,2020,8,2020-10-02,1,35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,27,61,34377.42,2024,10,2025-01-26,0,104,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,57,1931,94065.54,2019,12,2020-04-24,1,116,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,23,12231,77437.84,2019,8,2019-10-19,1,79,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,28,2604,64965.61,2017,9,2017-12-22,1,97,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,1,168,2355,6744.42,2019,4,2019-08-05,1,100,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,16,2660,131032.71,2021,11,2022-02-22,1,107,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,1,10,417,70715.01,2018,2,2018-03-27,1,42,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,22,14912,33854.39,2018,12,2019-03-30,1,93,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,105,2096,99747.46,2016,9,2017-01-21,0,118,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,52,46,28928.77,2020,9,2020-10-30,1,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,24,811,60083.69,2020,6,2020-07-31,0,53,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,29,1522,1411589.088,2016,11,2017-02-25,1,107,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,36,79,124705.74,2017,12,2018-01-02,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,42,3626,47664.78,2021,1,2021-03-18,0,59,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,22,2566,65446.93,2016,4,2016-08-01,1,103,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,45,5064,62189.28,2019,11,2020-03-27,1,139,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,72,1687,53562.18,2016,10,2017-03-11,1,147,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,6,1036,75077.1,2017,10,2018-02-05,0,107,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,51,3345,22495.2,2020,3,2020-04-04,1,24,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,20,2305,10799.71,2023,4,2023-09-19,0,147,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,11,696,201623.82,2016,7,2016-10-12,1,96,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,19,4989,43145.7,2023,6,2023-07-21,0,40,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,7,1945,25676.21,2017,4,2017-07-07,0,80,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,26,140,21624.97,2024,8,2024-10-27,1,71,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,1,11,4118,58092.26,2017,6,2017-07-21,0,40,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,54,12597,474346.704,2016,11,2017-03-26,0,123,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,25,1972,13358.9,2022,11,2023-03-29,0,128,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,19,2403,129169.76,2019,10,2019-11-08,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,11,3190,132963.42,2016,7,2016-09-29,1,80,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,28,1751,74019.26,2024,10,2025-01-12,1,74,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,1,9,4849,40813.43,2016,4,2016-04-29,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,5,2714,110793.85,2018,6,2018-06-26,1,21,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,18,781,78704.06,2021,12,2022-04-10,1,107,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,52,3676,171140.02,2023,9,2023-12-18,1,79,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,13,5784,63008.79,2023,5,2023-09-17,1,116,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,19,42144,137013.83,2020,8,2020-12-19,1,110,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,17,1726,62464.63,2023,10,2023-12-13,1,73,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,101,1978,67981.68,2024,12,2025-02-26,1,74,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,146,3103,101308.39,2023,12,2023-12-30,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,11,1474,108333.42,2016,4,2016-05-11,1,23,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,28,108074,41580.5,2024,11,2025-03-23,1,118,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,205,2240,49275.83,2022,7,2022-10-31,0,105,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,1,13,586,64878.61,2023,6,2023-10-26,1,128,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,25,4182,65568.91,2021,1,2021-06-01,1,134,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,166,1143,27303.7,2021,11,2022-03-27,1,133,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,47,4767,96986.55,2019,1,2019-02-09,1,29,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1,9,766,28121.97,2019,4,2019-04-25,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,25,172,132159.79,2023,1,2023-02-11,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,14,139418,186807.71,2023,11,2024-01-27,0,58,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,127,2215,150033.64,2024,11,2025-02-17,1,96,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,29,3187,45182.96,2016,5,2016-07-03,1,55,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,31,5601,7672.13,2021,4,2021-06-20,1,76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,9,1148,62840.43,2016,5,2016-08-23,0,113,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,35,1903,92440.74,2016,1,2016-03-11,1,62,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,65,913,256903.7,2019,5,2019-06-14,1,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,9,2638,38266.53,2019,3,2019-05-20,0,56,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,56,5241,6045096.2,2020,2,2020-03-19,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
